FIPS_Code,State,County,Year,Unemployment_rate_2023,Poverty_Rate_Pct,Median_Income,Population,Education_Bachelor_Pct,Low_Access_Pct,Food_Insecurity_Rate,Child_Food_Insecurity_Rate,Food_Insecure_Persons,Snap_Threshold,Pct_FI_Below_Snap,Border_State,Is_Border_County
06021,CA,"Glenn County, CA",2021,6.300000000000001,13.5,63247,28129,16.482336518844626,23.44501113891602,0.11,0.141,3160,2,0.969,Border State,Non-Border
06021,CA,"Glenn County, CA",2022,6.300000000000001,13.5,63247,28129,16.482336518844626,23.44501113891602,0.141,0.194,4050,2,0.854,Border State,Non-Border
06021,CA,"Glenn County, CA",2023,6.300000000000001,13.5,63247,28129,16.482336518844626,23.44501113891602,0.141,0.171,4020,2,0.791,Border State,Non-Border
06023,CA,"Humboldt County, CA",2019,4.6000000000000005,16.7,57660,133985,32.085138242686774,11.18627262115479,0.148,0.182,20060,2,0.761,Border State,Non-Border
06023,CA,"Humboldt County, CA",2020,4.6000000000000005,16.7,57660,133985,32.085138242686774,11.18627262115479,0.15,0.175,20400,2,0.807,Border State,Non-Border
06023,CA,"Humboldt County, CA",2021,4.6000000000000005,16.7,57660,133985,32.085138242686774,11.18627262115479,0.139,0.16,19050,2,0.853,Border State,Non-Border
06023,CA,"Humboldt County, CA",2022,4.6000000000000005,16.7,57660,133985,32.085138242686774,11.18627262115479,0.158,0.212,21520,2,0.789,Border State,Non-Border
06023,CA,"Humboldt County, CA",2023,4.6000000000000005,16.7,57660,133985,32.085138242686774,11.18627262115479,0.167,0.22,22610,2,0.757,Border State,Non-Border
06025,CA,"Imperial County, CA",2019,17.3,17.3,55523,179057,16.100269483279376,17.64111709594727,0.191,0.31,34580,2,0.923,Border State,Non-Border
06025,CA,"Imperial County, CA",2020,17.3,17.3,55523,179057,16.100269483279376,17.64111709594727,0.19,0.327,34270,2,0.847,Border State,Non-Border
06025,CA,"Imperial County, CA",2021,17.3,17.3,55523,179057,16.100269483279376,17.64111709594727,0.17,0.245,30630,2,0.846,Border State,Non-Border
06025,CA,"Imperial County, CA",2022,17.3,17.3,55523,179057,16.100269483279376,17.64111709594727,0.21,0.282,37760,2,0.854,Border State,Non-Border
06025,CA,"Imperial County, CA",2023,17.3,17.3,55523,179057,16.100269483279376,17.64111709594727,0.216,0.257,38670,2,0.874,Border State,Non-Border
06027,CA,"Inyo County, CA",2019,3.8000000000000003,11.8,64332,18527,31.819817226739584,28.88790321350098,0.1,0.126,1800,2,0.685,Border State,Non-Border
06027,CA,"Inyo County, CA",2020,3.8000000000000003,11.8,64332,18527,31.819817226739584,28.88790321350098,0.107,0.137,1910,2,0.646,Border State,Non-Border
06027,CA,"Inyo County, CA",2021,3.8000000000000003,11.8,64332,18527,31.819817226739584,28.88790321350098,0.102,0.118,1920,2,0.67,Border State,Non-Border
06027,CA,"Inyo County, CA",2022,3.8000000000000003,11.8,64332,18527,31.819817226739584,28.88790321350098,0.129,0.153,2440,2,0.683,Border State,Non-Border
06027,CA,"Inyo County, CA",2023,3.8000000000000003,11.8,64332,18527,31.819817226739584,28.88790321350098,0.13,0.149,2440,2,0.579,Border State,Non-Border
06029,CA,"Kern County, CA",2019,8.3,19,65981,913820,18.573575991839803,23.77233695983887,0.137,0.207,121800,2,0.923,Border State,Non-Border
06029,CA,"Kern County, CA",2020,8.3,19,65981,913820,18.573575991839803,23.77233695983887,0.143,0.228,127510,2,0.86,Border State,Non-Border
06029,CA,"Kern County, CA",2021,8.3,19,65981,913820,18.573575991839803,23.77233695983887,0.13,0.182,117710,2,0.844,Border State,Non-Border
06029,CA,"Kern County, CA",2022,8.3,19,65981,913820,18.573575991839803,23.77233695983887,0.159,0.221,144060,2,0.813,Border State,Non-Border
06029,CA,"Kern County, CA",2023,8.3,19,65981,913820,18.573575991839803,23.77233695983887,0.169,0.217,153760,2,0.802,Border State,Non-Border
06031,CA,"Kings County, CA",2019,8.200000000000001,17.5,63683,152682,13.919095714061436,33.02869033813477,0.134,0.201,20220,2,0.859,Border State,Non-Border
06031,CA,"Kings County, CA",2020,8.200000000000001,17.5,63683,152682,13.919095714061436,33.02869033813477,0.126,0.21,19010,2,0.833,Border State,Non-Border
06031,CA,"Kings County, CA",2021,8.200000000000001,17.5,63683,152682,13.919095714061436,33.02869033813477,0.121,0.178,18370,2,0.808,Border State,Non-Border
06031,CA,"Kings County, CA",2022,8.200000000000001,17.5,63683,152682,13.919095714061436,33.02869033813477,0.151,0.219,22970,2,0.777,Border State,Non-Border
06031,CA,"Kings County, CA",2023,8.200000000000001,17.5,63683,152682,13.919095714061436,33.02869033813477,0.165,0.211,25180,2,0.754,Border State,Non-Border
06033,CA,"Lake County, CA",2019,5.800000000000001,17.6,51848,67878,17.743946050883824,4.17756462097168,0.15,0.209,9640,2,0.786,Border State,Non-Border
06033,CA,"Lake County, CA",2020,5.800000000000001,17.6,51848,67878,17.743946050883824,4.17756462097168,0.15,0.219,9610,2,0.794,Border State,Non-Border
06033,CA,"Lake County, CA",2021,5.800000000000001,17.6,51848,67878,17.743946050883824,4.17756462097168,0.134,0.182,9070,2,0.835,Border State,Non-Border
06033,CA,"Lake County, CA",2022,5.800000000000001,17.6,51848,67878,17.743946050883824,4.17756462097168,0.154,0.225,10480,2,0.775,Border State,Non-Border
06033,CA,"Lake County, CA",2023,5.800000000000001,17.6,51848,67878,17.743946050883824,4.17756462097168,0.163,0.226,11120,2,0.725,Border State,Non-Border
06035,CA,"Lassen County, CA",2019,5.2,17.1,60308,28861,13.212723998971104,31.8917121887207,0.123,0.189,3790,2,0.472,Border State,Non-Border
06035,CA,"Lassen County, CA",2020,5.2,17.1,60308,28861,13.212723998971104,31.8917121887207,0.112,0.157,3430,2,0.481,Border State,Non-Border
06035,CA,"Lassen County, CA",2021,5.2,17.1,60308,28861,13.212723998971104,31.8917121887207,0.104,0.144,3410,2,0.601,Border State,Non-Border
06035,CA,"Lassen County, CA",2022,5.2,17.1,60308,28861,13.212723998971104,31.8917121887207,0.137,0.207,4370,2,0.58,Border State,Non-Border
06035,CA,"Lassen County, CA",2023,5.2,17.1,60308,28861,13.212723998971104,31.8917121887207,0.144,0.214,4490,2,0.577,Border State,Non-Border
06037,CA,"Los Angeles County, CA",2019,5,13.700000000000001,82455,9663345,35.470992419092156,6.531888484954834,0.107,0.145,1079900,2,0.84,Border State,Non-Border
06037,CA,"Los Angeles County, CA",2020,5,13.700000000000001,82455,9663345,35.470992419092156,6.531888484954834,0.127,0.201,1271040,2,0.768,Border State,Non-Border
06037,CA,"Los Angeles County, CA",2021,5,13.700000000000001,82455,9663345,35.470992419092156,6.531888484954834,0.113,0.155,1132600,2,0.726,Border State,Non-Border
06037,CA,"Los Angeles County, CA",2022,5,13.700000000000001,82455,9663345,35.470992419092156,6.531888484954834,0.132,0.186,1314070,2,0.708,Border State,Non-Border
06037,CA,"Los Angeles County, CA",2023,5,13.700000000000001,82455,9663345,35.470992419092156,6.531888484954834,0.146,0.184,1436270,2,0.672,Border State,Non-Border
06039,CA,"Madera County, CA",2019,7.5,18,71273,162858,17.12878493305018,14.49428176879883,0.126,0.199,19620,2,0.891,Border State,Non-Border
06039,CA,"Madera County, CA",2020,7.5,18,71273,162858,17.12878493305018,14.49428176879883,0.126,0.215,19680,2,0.84,Border State,Non-Border
06039,CA,"Madera County, CA",2021,7.5,18,71273,162858,17.12878493305018,14.49428176879883,0.124,0.179,19340,2,0.809,Border State,Non-Border
06039,CA,"Madera County, CA",2022,7.5,18,71273,162858,17.12878493305018,14.49428176879883,0.158,0.223,24880,2,0.777,Border State,Non-Border
06039,CA,"Madera County, CA",2023,7.5,18,71273,162858,17.12878493305018,14.49428176879883,0.168,0.217,26750,2,0.806,Border State,Non-Border
06041,CA,"Marin County, CA",2019,3.3000000000000003,8.700000000000001,135960,254407,60.45916621480051,11.88754749298096,0.074,0.065,19210,2,0.498,Border State,Non-Border
06041,CA,"Marin County, CA",2020,3.3000000000000003,8.700000000000001,135960,254407,60.45916621480051,11.88754749298096,0.075,0.053,19470,2,0.522,Border State,Non-Border
06041,CA,"Marin County, CA",2021,3.3000000000000003,8.700000000000001,135960,254407,60.45916621480051,11.88754749298096,0.069,0.037,18160,2,0.509,Border State,Non-Border
06041,CA,"Marin County, CA",2022,3.3000000000000003,8.700000000000001,135960,254407,60.45916621480051,11.88754749298096,0.087,0.062,22650,2,0.464,Border State,Non-Border
06041,CA,"Marin County, CA",2023,3.3000000000000003,8.700000000000001,135960,254407,60.45916621480051,11.88754749298096,0.1,0.077,25760,2,0.452,Border State,Non-Border
06043,CA,"Mariposa County, CA",2019,5.1000000000000005,17.3,66513,16919,30.861708482676224,8.073802947998047,0.141,0.222,2450,2,0.743,Border State,Non-Border
06043,CA,"Mariposa County, CA",2020,5.1000000000000005,17.3,66513,16919,30.861708482676224,8.073802947998047,0.149,0.228,2580,2,0.772,Border State,Non-Border
06043,CA,"Mariposa County, CA",2021,5.1000000000000005,17.3,66513,16919,30.861708482676224,8.073802947998047,0.123,0.178,2110,2,0.851,Border State,Non-Border
06043,CA,"Mariposa County, CA",2022,5.1000000000000005,17.3,66513,16919,30.861708482676224,8.073802947998047,0.143,0.248,2450,2,0.733,Border State,Non-Border
06043,CA,"Mariposa County, CA",2023,5.1000000000000005,17.3,66513,16919,30.861708482676224,8.073802947998047,0.144,0.206,2450,2,0.669,Border State,Non-Border
06045,CA,"Mendocino County, CA",2019,4.7,13.9,63621,89108,24.923685784847603,14.48122978210449,0.137,0.191,11950,2,0.799,Border State,Non-Border
06045,CA,"Mendocino County, CA",2020,4.7,13.9,63621,89108,24.923685784847603,14.48122978210449,0.139,0.2,12130,2,0.82,Border State,Non-Border
06045,CA,"Mendocino County, CA",2021,4.7,13.9,63621,89108,24.923685784847603,14.48122978210449,0.128,0.168,11710,2,0.842,Border State,Non-Border
06045,CA,"Mendocino County, CA",2022,4.7,13.9,63621,89108,24.923685784847603,14.48122978210449,0.151,0.219,13760,2,0.761,Border State,Non-Border
06045,CA,"Mendocino County, CA",2023,4.7,13.9,63621,89108,24.923685784847603,14.48122978210449,0.156,0.213,14170,2,0.749,Border State,Non-Border
06047,CA,"Merced County, CA",2019,9,18.6,65253,291920,14.780215294542995,18.93742370605469,0.143,0.216,38880,2,0.965,Border State,Non-Border
06047,CA,"Merced County, CA",2020,9,18.6,65253,291920,14.780215294542995,18.93742370605469,0.139,0.23,38150,2,0.902,Border State,Non-Border
06047,CA,"Merced County, CA",2021,9,18.6,65253,291920,14.780215294542995,18.93742370605469,0.138,0.196,38590,2,0.844,Border State,Non-Border
06047,CA,"Merced County, CA",2022,9,18.6,65253,291920,14.780215294542995,18.93742370605469,0.166,0.231,46740,2,0.828,Border State,Non-Border
06047,CA,"Merced County, CA",2023,9,18.6,65253,291920,14.780215294542995,18.93742370605469,0.177,0.222,50450,2,0.818,Border State,Non-Border
06049,CA,"Modoc County, CA",2019,6.300000000000001,20.1,51166,8500,23.004038521279902,40.54331970214844,0.156,0.224,1390,2,0.807,Border State,Non-Border
06049,CA,"Modoc County, CA",2020,6.300000000000001,20.1,51166,8500,23.004038521279902,40.54331970214844,0.136,0.181,1210,2,0.815,Border State,Non-Border
06049,CA,"Modoc County, CA",2021,6.300000000000001,20.1,51166,8500,23.004038521279902,40.54331970214844,0.136,0.197,1190,2,0.849,Border State,Non-Border
06049,CA,"Modoc County, CA",2022,6.300000000000001,20.1,51166,8500,23.004038521279902,40.54331970214844,0.151,0.231,1310,2,0.814,Border State,Non-Border
06049,CA,"Modoc County, CA",2023,6.300000000000001,20.1,51166,8500,23.004038521279902,40.54331970214844,0.171,0.254,1480,2,0.737,Border State,Non-Border
06051,CA,"Mono County, CA",2019,3.8000000000000003,7.800000000000001,79105,13066,34.32124352331606,57.09390258789063,0.087,0.115,1240,2,0.724,Border State,Non-Border
06051,CA,"Mono County, CA",2020,3.8000000000000003,7.800000000000001,79105,13066,34.32124352331606,57.09390258789063,0.107,0.167,1540,2,0.632,Border State,Non-Border
06051,CA,"Mono County, CA",2021,3.8000000000000003,7.800000000000001,79105,13066,34.32124352331606,57.09390258789063,0.08,0.109,1070,2,0.732,Border State,Non-Border
06051,CA,"Mono County, CA",2022,3.8000000000000003,7.800000000000001,79105,13066,34.32124352331606,57.09390258789063,0.103,0.128,1370,2,0.595,Border State,Non-Border
06051,CA,"Mono County, CA",2023,3.8000000000000003,7.800000000000001,79105,13066,34.32124352331606,57.09390258789063,0.11,0.127,1450,2,0.567,Border State,Non-Border
06053,CA,"Monterey County, CA",2019,7,14,91450,430723,27.883727092389556,16.62983703613281,0.101,0.146,43610,2,0.929,Border State,Non-Border
06053,CA,"Monterey County, CA",2020,7,14,91450,430723,27.883727092389556,16.62983703613281,0.102,0.177,44380,2,0.827,Border State,Non-Border
06053,CA,"Monterey County, CA",2021,7,14,91450,430723,27.883727092389556,16.62983703613281,0.098,0.138,43040,2,0.765,Border State,Non-Border
06053,CA,"Monterey County, CA",2022,7,14,91450,430723,27.883727092389556,16.62983703613281,0.13,0.18,56940,2,0.725,Border State,Non-Border
06053,CA,"Monterey County, CA",2023,7,14,91450,430723,27.883727092389556,16.62983703613281,0.142,0.177,61800,2,0.722,Border State,Non-Border
06055,CA,"Napa County, CA",2019,3.5,8.9,98580,133216,38.517125422897266,12.08417129516602,0.076,0.09,10660,2,0.658,Border State,Non-Border
06055,CA,"Napa County, CA",2020,3.5,8.9,98580,133216,38.517125422897266,12.08417129516602,0.087,0.121,12070,2,0.594,Border State,Non-Border
06055,CA,"Napa County, CA",2021,3.5,8.9,98580,133216,38.517125422897266,12.08417129516602,0.078,0.095,10870,2,0.606,Border State,Non-Border
06055,CA,"Napa County, CA",2022,3.5,8.9,98580,133216,38.517125422897266,12.08417129516602,0.1,0.131,13740,2,0.557,Border State,Non-Border
06055,CA,"Napa County, CA",2023,3.5,8.9,98580,133216,38.517125422897266,12.08417129516602,0.112,0.136,15250,2,0.517,Border State,Non-Border
06057,CA,"Nevada County, CA",2019,3.9000000000000004,10.9,80069,102037,39.46003256465599,34.76237869262695,0.104,0.136,10310,2,0.616,Border State,Non-Border
06057,CA,"Nevada County, CA",2020,3.9000000000000004,10.9,80069,102037,39.46003256465599,34.76237869262695,0.103,0.113,10230,2,0.634,Border State,Non-Border
06057,CA,"Nevada County, CA",2021,3.9000000000000004,10.9,80069,102037,39.46003256465599,34.76237869262695,0.091,0.098,9320,2,0.71,Border State,Non-Border
06057,CA,"Nevada County, CA",2022,3.9000000000000004,10.9,80069,102037,39.46003256465599,34.76237869262695,0.111,0.134,11340,2,0.622,Border State,Non-Border
06057,CA,"Nevada County, CA",2023,3.9000000000000004,10.9,80069,102037,39.46003256465599,34.76237869262695,0.118,0.152,12080,2,0.602,Border State,Non-Border
06059,CA,"Orange County, CA",2019,3.6,9.200000000000001,106047,3135755,43.401037672660124,8.67178726196289,0.083,0.101,264340,2,0.7,Border State,Non-Border
06059,CA,"Orange County, CA",2020,3.6,9.200000000000001,106047,3135755,43.401037672660124,8.67178726196289,0.094,0.123,296470,2,0.668,Border State,Non-Border
06059,CA,"Orange County, CA",2021,3.6,9.200000000000001,106047,3135755,43.401037672660124,8.67178726196289,0.084,0.092,267330,2,0.649,Border State,Non-Border
06059,CA,"Orange County, CA",2022,3.6,9.200000000000001,106047,3135755,43.401037672660124,8.67178726196289,0.104,0.125,330460,2,0.602,Border State,Non-Border
06059,CA,"Orange County, CA",2023,3.6,9.200000000000001,106047,3135755,43.401037672660124,8.67178726196289,0.114,0.129,359910,2,0.559,Border State,Non-Border
06061,CA,"Placer County, CA",2019,3.7,6.5,106114,423561,42.89064398957895,31.92909622192383,0.081,0.097,31230,2,0.491,Border State,Non-Border
06061,CA,"Placer County, CA",2020,3.7,6.5,106114,423561,42.89064398957895,31.92909622192383,0.08,0.079,31360,2,0.505,Border State,Non-Border
06061,CA,"Placer County, CA",2021,3.7,6.5,106114,423561,42.89064398957895,31.92909622192383,0.069,0.063,27790,2,0.547,Border State,Non-Border
06061,CA,"Placer County, CA",2022,3.7,6.5,106114,423561,42.89064398957895,31.92909622192383,0.089,0.102,36350,2,0.466,Border State,Non-Border
06061,CA,"Placer County, CA",2023,3.7,6.5,106114,423561,42.89064398957895,31.92909622192383,0.096,0.107,39630,2,0.436,Border State,Non-Border
06063,CA,"Plumas County, CA",2019,7.300000000000001,12.700000000000001,66725,19131,20.46291425565492,6.298170566558838,0.134,0.172,2500,2,0.612,Border State,Non-Border
06063,CA,"Plumas County, CA",2020,7.300000000000001,12.700000000000001,66725,19131,20.46291425565492,6.298170566558838,0.131,0.157,2470,2,0.658,Border State,Non-Border
06063,CA,"Plumas County, CA",2021,7.300000000000001,12.700000000000001,66725,19131,20.46291425565492,6.298170566558838,0.121,0.159,2370,2,0.77,Border State,Non-Border
06063,CA,"Plumas County, CA",2022,7.300000000000001,12.700000000000001,66725,19131,20.46291425565492,6.298170566558838,0.133,0.201,2620,2,0.659,Border State,Non-Border
06063,CA,"Plumas County, CA",2023,7.300000000000001,12.700000000000001,66725,19131,20.46291425565492,6.298170566558838,0.147,0.227,2880,2,0.689,Border State,Non-Border
06065,CA,"Riverside County, CA",2019,4.800000000000001,11.3,86350,2492442,25.084017687934303,24.48137855529785,0.09,0.136,216050,2,0.88,Border State,Non-Border
06065,CA,"Riverside County, CA",2020,4.800000000000001,11.3,86350,2492442,25.084017687934303,24.48137855529785,0.097,0.163,237110,2,0.796,Border State,Non-Border
06065,CA,"Riverside County, CA",2021,4.800000000000001,11.3,86350,2492442,25.084017687934303,24.48137855529785,0.085,0.124,205890,2,0.78,Border State,Non-Border
06065,CA,"Riverside County, CA",2022,4.800000000000001,11.3,86350,2492442,25.084017687934303,24.48137855529785,0.111,0.156,269660,2,0.694,Border State,Non-Border
06065,CA,"Riverside County, CA",2023,4.800000000000001,11.3,86350,2492442,25.084017687934303,24.48137855529785,0.12,0.147,295020,2,0.67,Border State,Non-Border
06067,CA,"Sacramento County, CA",2019,4.4,11.9,83985,1584288,33.28378226721884,16.81353950500488,0.11,0.157,168410,2,0.716,Border State,Non-Border
06067,CA,"Sacramento County, CA",2020,4.4,11.9,83985,1584288,33.28378226721884,16.81353950500488,0.117,0.173,179280,2,0.72,Border State,Non-Border
06067,CA,"Sacramento County, CA",2021,4.4,11.9,83985,1584288,33.28378226721884,16.81353950500488,0.101,0.143,159180,2,0.72,Border State,Non-Border
06067,CA,"Sacramento County, CA",2022,4.4,11.9,83985,1584288,33.28378226721884,16.81353950500488,0.118,0.183,186690,2,0.66,Border State,Non-Border
06067,CA,"Sacramento County, CA",2023,4.4,11.9,83985,1584288,33.28378226721884,16.81353950500488,0.13,0.186,205640,2,0.625,Border State,Non-Border
06069,CA,"San Benito County, CA",2019,6,9.1,106560,68175,22.386651323360184,17.87343788146973,0.07,0.106,4220,2,0.899,Border State,Non-Border
06069,CA,"San Benito County, CA",2020,6,9.1,106560,68175,22.386651323360184,17.87343788146973,0.083,0.145,5100,2,0.722,Border State,Non-Border
06069,CA,"San Benito County, CA",2021,6,9.1,106560,68175,22.386651323360184,17.87343788146973,0.071,0.099,4520,2,0.656,Border State,Non-Border
06069,CA,"San Benito County, CA",2022,6,9.1,106560,68175,22.386651323360184,17.87343788146973,0.106,0.139,6840,2,0.595,Border State,Non-Border
