FIPS_Code,State,County,Year,Unemployment_rate_2023,Poverty_Rate_Pct,Median_Income,Population,Education_Bachelor_Pct,Low_Access_Pct,Food_Insecurity_Rate,Child_Food_Insecurity_Rate,Food_Insecure_Persons,Snap_Threshold,Pct_FI_Below_Snap,Border_State,Is_Border_County
01015,AL,"Calhoun County, AL",2021,2.8000000000000003,20.1,52772,116429,20.545105370928564,35.90670394897461,0.156,0.187,18210,1.3,0.569,Non-Border State,Non-Border
01015,AL,"Calhoun County, AL",2022,2.8000000000000003,20.1,52772,116429,20.545105370928564,35.90670394897461,0.182,0.248,21180,1.3,0.559,Non-Border State,Non-Border
01015,AL,"Calhoun County, AL",2023,2.8000000000000003,20.1,52772,116429,20.545105370928564,35.90670394897461,0.186,0.24,21620,1.3,0.548,Non-Border State,Non-Border
01017,AL,"Chambers County, AL",2019,2.4000000000000004,17.1,45563,34079,14.585035124979578,19.71384620666504,0.154,0.223,5190,1.3,0.59,Non-Border State,Non-Border
01017,AL,"Chambers County, AL",2020,2.4000000000000004,17.1,45563,34079,14.585035124979578,19.71384620666504,0.151,0.248,5040,1.3,0.573,Non-Border State,Non-Border
01017,AL,"Chambers County, AL",2021,2.4000000000000004,17.1,45563,34079,14.585035124979578,19.71384620666504,0.133,0.218,4630,1.3,0.582,Non-Border State,Non-Border
01017,AL,"Chambers County, AL",2022,2.4000000000000004,17.1,45563,34079,14.585035124979578,19.71384620666504,0.169,0.296,5840,1.3,0.557,Non-Border State,Non-Border
01017,AL,"Chambers County, AL",2023,2.4000000000000004,17.1,45563,34079,14.585035124979578,19.71384620666504,0.173,0.26,5980,1.3,0.534,Non-Border State,Non-Border
01019,AL,"Cherokee County, AL",2019,2.4000000000000004,15.600000000000001,52613,25666,15.945039143633169,13.490309715271,0.161,0.168,4170,1.3,0.552,Non-Border State,Non-Border
01019,AL,"Cherokee County, AL",2020,2.4000000000000004,15.600000000000001,52613,25666,15.945039143633169,13.490309715271,0.142,0.132,3700,1.3,0.519,Non-Border State,Non-Border
01019,AL,"Cherokee County, AL",2021,2.4000000000000004,15.600000000000001,52613,25666,15.945039143633169,13.490309715271,0.147,0.132,3660,1.3,0.558,Non-Border State,Non-Border
01019,AL,"Cherokee County, AL",2022,2.4000000000000004,15.600000000000001,52613,25666,15.945039143633169,13.490309715271,0.179,0.186,4490,1.3,0.538,Non-Border State,Non-Border
01019,AL,"Cherokee County, AL",2023,2.4000000000000004,15.600000000000001,52613,25666,15.945039143633169,13.490309715271,0.175,0.183,4410,1.3,0.564,Non-Border State,Non-Border
01021,AL,"Chilton County, AL",2019,2.2,15.3,61823,46431,15.24701596903763,10.18653678894043,0.172,0.194,7590,1.3,0.57,Non-Border State,Non-Border
01021,AL,"Chilton County, AL",2020,2.2,15.3,61823,46431,15.24701596903763,10.18653678894043,0.159,0.17,7000,1.3,0.533,Non-Border State,Non-Border
01021,AL,"Chilton County, AL",2021,2.2,15.3,61823,46431,15.24701596903763,10.18653678894043,0.154,0.137,6890,1.3,0.541,Non-Border State,Non-Border
01021,AL,"Chilton County, AL",2022,2.2,15.3,61823,46431,15.24701596903763,10.18653678894043,0.175,0.183,7900,1.3,0.489,Non-Border State,Non-Border
01021,AL,"Chilton County, AL",2023,2.2,15.3,61823,46431,15.24701596903763,10.18653678894043,0.171,0.169,7770,1.3,0.49,Non-Border State,Non-Border
01023,AL,"Choctaw County, AL",2019,4,24.8,44458,12252,13.914203156256946,24.33224678039551,0.189,0.301,2440,1.3,0.62,Non-Border State,Non-Border
01023,AL,"Choctaw County, AL",2020,4,24.8,44458,12252,13.914203156256946,24.33224678039551,0.169,0.276,2160,1.3,0.546,Non-Border State,Non-Border
01023,AL,"Choctaw County, AL",2021,4,24.8,44458,12252,13.914203156256946,24.33224678039551,0.157,0.246,2010,1.3,0.595,Non-Border State,Non-Border
01023,AL,"Choctaw County, AL",2022,4,24.8,44458,12252,13.914203156256946,24.33224678039551,0.18,0.296,2280,1.3,0.532,Non-Border State,Non-Border
01023,AL,"Choctaw County, AL",2023,4,24.8,44458,12252,13.914203156256946,24.33224678039551,0.188,0.278,2360,1.3,0.53,Non-Border State,Non-Border
01025,AL,"Clarke County, AL",2019,5,19,44906,22337,15.426531379180759,39.42882919311523,0.186,0.254,4490,1.3,0.612,Non-Border State,Non-Border
01025,AL,"Clarke County, AL",2020,5,19,44906,22337,15.426531379180759,39.42882919311523,0.191,0.29,4560,1.3,0.634,Non-Border State,Non-Border
01025,AL,"Clarke County, AL",2021,5,19,44906,22337,15.426531379180759,39.42882919311523,0.163,0.241,3810,1.3,0.624,Non-Border State,Non-Border
01025,AL,"Clarke County, AL",2022,5,19,44906,22337,15.426531379180759,39.42882919311523,0.189,0.312,4370,1.3,0.52,Non-Border State,Non-Border
01025,AL,"Clarke County, AL",2023,5,19,44906,22337,15.426531379180759,39.42882919311523,0.197,0.302,4490,1.3,0.516,Non-Border State,Non-Border
01027,AL,"Clay County, AL",2019,2.4000000000000004,16.900000000000002,49599,14111,15.235403060727165,7.02315092086792,0.165,0.204,2200,1.3,0.554,Non-Border State,Non-Border
01027,AL,"Clay County, AL",2020,2.4000000000000004,16.900000000000002,49599,14111,15.235403060727165,7.02315092086792,0.147,0.168,1950,1.3,0.513,Non-Border State,Non-Border
01027,AL,"Clay County, AL",2021,2.4000000000000004,16.900000000000002,49599,14111,15.235403060727165,7.02315092086792,0.15,0.153,2130,1.3,0.56,Non-Border State,Non-Border
01027,AL,"Clay County, AL",2022,2.4000000000000004,16.900000000000002,49599,14111,15.235403060727165,7.02315092086792,0.18,0.212,2560,1.3,0.58,Non-Border State,Non-Border
01027,AL,"Clay County, AL",2023,2.4000000000000004,16.900000000000002,49599,14111,15.235403060727165,7.02315092086792,0.18,0.216,2550,1.3,0.61,Non-Border State,Non-Border
01029,AL,"Cleburne County, AL",2019,2.3000000000000003,15.8,49248,15639,18.211951017401713,5.954165458679199,0.182,0.218,2710,1.3,0.478,Non-Border State,Non-Border
01029,AL,"Cleburne County, AL",2020,2.3000000000000003,15.8,49248,15639,18.211951017401713,5.954165458679199,0.161,0.158,2410,1.3,0.476,Non-Border State,Non-Border
01029,AL,"Cleburne County, AL",2021,2.3000000000000003,15.8,49248,15639,18.211951017401713,5.954165458679199,0.155,0.144,2330,1.3,0.546,Non-Border State,Non-Border
01029,AL,"Cleburne County, AL",2022,2.3000000000000003,15.8,49248,15639,18.211951017401713,5.954165458679199,0.178,0.197,2690,1.3,0.553,Non-Border State,Non-Border
01029,AL,"Cleburne County, AL",2023,2.3000000000000003,15.8,49248,15639,18.211951017401713,5.954165458679199,0.173,0.188,2640,1.3,0.53,Non-Border State,Non-Border
01031,AL,"Coffee County, AL",2019,2.5,16.5,62429,55643,21.528831562974204,32.15407562255859,0.157,0.2,8130,1.3,0.478,Non-Border State,Non-Border
01031,AL,"Coffee County, AL",2020,2.5,16.5,62429,55643,21.528831562974204,32.15407562255859,0.146,0.188,7620,1.3,0.5,Non-Border State,Non-Border
01031,AL,"Coffee County, AL",2021,2.5,16.5,62429,55643,21.528831562974204,32.15407562255859,0.146,0.171,7770,1.3,0.513,Non-Border State,Non-Border
01031,AL,"Coffee County, AL",2022,2.5,16.5,62429,55643,21.528831562974204,32.15407562255859,0.178,0.225,9560,1.3,0.518,Non-Border State,Non-Border
01031,AL,"Coffee County, AL",2023,2.5,16.5,62429,55643,21.528831562974204,32.15407562255859,0.186,0.218,10070,1.3,0.532,Non-Border State,Non-Border
01033,AL,"Colbert County, AL",2019,2.9000000000000004,15.4,54593,58361,20.271853189516325,32.89167022705078,0.165,0.199,9040,1.3,0.46,Non-Border State,Non-Border
01033,AL,"Colbert County, AL",2020,2.9000000000000004,15.4,54593,58361,20.271853189516325,32.89167022705078,0.159,0.196,8740,1.3,0.448,Non-Border State,Non-Border
01033,AL,"Colbert County, AL",2021,2.9000000000000004,15.4,54593,58361,20.271853189516325,32.89167022705078,0.149,0.167,8480,1.3,0.451,Non-Border State,Non-Border
01033,AL,"Colbert County, AL",2022,2.9000000000000004,15.4,54593,58361,20.271853189516325,32.89167022705078,0.176,0.224,10070,1.3,0.462,Non-Border State,Non-Border
01033,AL,"Colbert County, AL",2023,2.9000000000000004,15.4,54593,58361,20.271853189516325,32.89167022705078,0.183,0.227,10560,1.3,0.479,Non-Border State,Non-Border
01035,AL,"Conecuh County, AL",2019,3.5,26.5,36106,11174,13.129075919773594,26.35607719421387,0.16,0.259,1990,1.3,0.61,Non-Border State,Non-Border
01035,AL,"Conecuh County, AL",2020,3.5,26.5,36106,11174,13.129075919773594,26.35607719421387,0.16,0.299,1950,1.3,0.612,Non-Border State,Non-Border
01035,AL,"Conecuh County, AL",2021,3.5,26.5,36106,11174,13.129075919773594,26.35607719421387,0.127,0.242,1490,1.3,0.621,Non-Border State,Non-Border
01035,AL,"Conecuh County, AL",2022,3.5,26.5,36106,11174,13.129075919773594,26.35607719421387,0.171,0.333,1980,1.3,0.603,Non-Border State,Non-Border
01035,AL,"Conecuh County, AL",2023,3.5,26.5,36106,11174,13.129075919773594,26.35607719421387,0.21,0.361,2390,1.3,0.634,Non-Border State,Non-Border
01037,AL,"Coosa County, AL",2019,2.6,18.2,49485,10268,14.870825456836801,22.58675384521484,0.15,0.224,1620,1.3,0.523,Non-Border State,Non-Border
01037,AL,"Coosa County, AL",2020,2.6,18.2,49485,10268,14.870825456836801,22.58675384521484,0.14,0.24,1500,1.3,0.478,Non-Border State,Non-Border
01037,AL,"Coosa County, AL",2021,2.6,18.2,49485,10268,14.870825456836801,22.58675384521484,0.127,0.197,1320,1.3,0.462,Non-Border State,Non-Border
01037,AL,"Coosa County, AL",2022,2.6,18.2,49485,10268,14.870825456836801,22.58675384521484,0.158,0.271,1630,1.3,0.402,Non-Border State,Non-Border
01037,AL,"Coosa County, AL",2023,2.6,18.2,49485,10268,14.870825456836801,22.58675384521484,0.165,0.261,1700,1.3,0.451,Non-Border State,Non-Border
01039,AL,"Covington County, AL",2019,2.7,16.7,46958,37952,17.177519936505536,12.9168701171875,0.181,0.234,6730,1.3,0.517,Non-Border State,Non-Border
01039,AL,"Covington County, AL",2020,2.7,16.7,46958,37952,17.177519936505536,12.9168701171875,0.164,0.188,6080,1.3,0.504,Non-Border State,Non-Border
01039,AL,"Covington County, AL",2021,2.7,16.7,46958,37952,17.177519936505536,12.9168701171875,0.159,0.167,5960,1.3,0.561,Non-Border State,Non-Border
01039,AL,"Covington County, AL",2022,2.7,16.7,46958,37952,17.177519936505536,12.9168701171875,0.192,0.234,7210,1.3,0.584,Non-Border State,Non-Border
01039,AL,"Covington County, AL",2023,2.7,16.7,46958,37952,17.177519936505536,12.9168701171875,0.189,0.22,7120,1.3,0.596,Non-Border State,Non-Border
01041,AL,"Crenshaw County, AL",2019,2.7,19.5,49161,13101,16.805799648506152,29.48752593994141,0.155,0.202,2150,1.3,0.56,Non-Border State,Non-Border
01041,AL,"Crenshaw County, AL",2020,2.7,19.5,49161,13101,16.805799648506152,29.48752593994141,0.152,0.201,2110,1.3,0.532,Non-Border State,Non-Border
01041,AL,"Crenshaw County, AL",2021,2.7,19.5,49161,13101,16.805799648506152,29.48752593994141,0.133,0.159,1770,1.3,0.548,Non-Border State,Non-Border
01041,AL,"Crenshaw County, AL",2022,2.7,19.5,49161,13101,16.805799648506152,29.48752593994141,0.164,0.205,2160,1.3,0.545,Non-Border State,Non-Border
01041,AL,"Crenshaw County, AL",2023,2.7,19.5,49161,13101,16.805799648506152,29.48752593994141,0.175,0.198,2300,1.3,0.534,Non-Border State,Non-Border
01043,AL,"Cullman County, AL",2019,2,15.5,61774,92016,19.08653846153846,8.422845840454102,0.164,0.174,13610,1.3,0.45,Non-Border State,Non-Border
01043,AL,"Cullman County, AL",2020,2,15.5,61774,92016,19.08653846153846,8.422845840454102,0.147,0.135,12260,1.3,0.418,Non-Border State,Non-Border
01043,AL,"Cullman County, AL",2021,2,15.5,61774,92016,19.08653846153846,8.422845840454102,0.144,0.112,12570,1.3,0.433,Non-Border State,Non-Border
01043,AL,"Cullman County, AL",2022,2,15.5,61774,92016,19.08653846153846,8.422845840454102,0.174,0.166,15340,1.3,0.462,Non-Border State,Non-Border
01043,AL,"Cullman County, AL",2023,2,15.5,61774,92016,19.08653846153846,8.422845840454102,0.172,0.173,15410,1.3,0.484,Non-Border State,Non-Border
01045,AL,"Dale County, AL",2019,2.5,16.6,50567,49871,19.327855284937336,23.13018608093262,0.178,0.232,8790,1.3,0.536,Non-Border State,Non-Border
01045,AL,"Dale County, AL",2020,2.5,16.6,50567,49871,19.327855284937336,23.13018608093262,0.171,0.241,8440,1.3,0.552,Non-Border State,Non-Border
01045,AL,"Dale County, AL",2021,2.5,16.6,50567,49871,19.327855284937336,23.13018608093262,0.161,0.21,7970,1.3,0.545,Non-Border State,Non-Border
01045,AL,"Dale County, AL",2022,2.5,16.6,50567,49871,19.327855284937336,23.13018608093262,0.19,0.275,9390,1.3,0.566,Non-Border State,Non-Border
01045,AL,"Dale County, AL",2023,2.5,16.6,50567,49871,19.327855284937336,23.13018608093262,0.197,0.278,9740,1.3,0.593,Non-Border State,Non-Border
01047,AL,"Dallas County, AL",2019,5.4,31.400000000000002,35258,36165,17.007096091269062,15.22543525695801,0.19,0.333,7430,1.3,0.764,Non-Border State,Non-Border
01047,AL,"Dallas County, AL",2020,5.4,31.400000000000002,35258,36165,17.007096091269062,15.22543525695801,0.203,0.395,7760,1.3,0.758,Non-Border State,Non-Border
01047,AL,"Dallas County, AL",2021,5.4,31.400000000000002,35258,36165,17.007096091269062,15.22543525695801,0.161,0.32,6320,1.3,0.681,Non-Border State,Non-Border
01047,AL,"Dallas County, AL",2022,5.4,31.400000000000002,35258,36165,17.007096091269062,15.22543525695801,0.191,0.403,7310,1.3,0.612,Non-Border State,Non-Border
01047,AL,"Dallas County, AL",2023,5.4,31.400000000000002,35258,36165,17.007096091269062,15.22543525695801,0.219,0.399,8210,1.3,0.613,Non-Border State,Non-Border
01049,AL,"DeKalb County, AL",2019,2.3000000000000003,21.6,50037,72569,13.880406074612084,0,0.172,0.194,12300,1.3,0.602,Non-Border State,Non-Border
01049,AL,"DeKalb County, AL",2020,2.3000000000000003,21.6,50037,72569,13.880406074612084,0,0.16,0.172,11450,1.3,0.591,Non-Border State,Non-Border
01049,AL,"DeKalb County, AL",2021,2.3000000000000003,21.6,50037,72569,13.880406074612084,0,0.161,0.145,11500,1.3,0.632,Non-Border State,Non-Border
01049,AL,"DeKalb County, AL",2022,2.3000000000000003,21.6,50037,72569,13.880406074612084,0,0.194,0.203,13930,1.3,0.628,Non-Border State,Non-Border
01049,AL,"DeKalb County, AL",2023,2.3000000000000003,21.6,50037,72569,13.880406074612084,0,0.19,0.192,13660,1.3,0.658,Non-Border State,Non-Border
01051,AL,"Elmore County, AL",2019,2.1,12.5,71463,90441,24.394340719684735,18.99752616882324,0.139,0.167,11280,1.3,0.408,Non-Border State,Non-Border
01051,AL,"Elmore County, AL",2020,2.1,12.5,71463,90441,24.394340719684735,18.99752616882324,0.125,0.154,10170,1.3,0.389,Non-Border State,Non-Border
01051,AL,"Elmore County, AL",2021,2.1,12.5,71463,90441,24.394340719684735,18.99752616882324,0.116,0.128,10140,1.3,0.413,Non-Border State,Non-Border
01051,AL,"Elmore County, AL",2022,2.1,12.5,71463,90441,24.394340719684735,18.99752616882324,0.141,0.18,12330,1.3,0.397,Non-Border State,Non-Border
01051,AL,"Elmore County, AL",2023,2.1,12.5,71463,90441,24.394340719684735,18.99752616882324,0.146,0.183,12980,1.3,0.408,Non-Border State,Non-Border
01053,AL,"Escambia County, AL",2019,3.1,21.3,47792,36558,12.490685909251344,10.64254760742188,0.177,0.242,6570,1.3,0.59,Non-Border State,Non-Border
01053,AL,"Escambia County, AL",2020,3.1,21.3,47792,36558,12.490685909251344,10.64254760742188,0.182,0.262,6680,1.3,0.618,Non-Border State,Non-Border
01053,AL,"Escambia County, AL",2021,3.1,21.3,47792,36558,12.490685909251344,10.64254760742188,0.171,0.234,6310,1.3,0.627,Non-Border State,Non-Border
01053,AL,"Escambia County, AL",2022,3.1,21.3,47792,36558,12.490685909251344,10.64254760742188,0.193,0.282,7090,1.3,0.624,Non-Border State,Non-Border
01053,AL,"Escambia County, AL",2023,3.1,21.3,47792,36558,12.490685909251344,10.64254760742188,0.198,0.276,7250,1.3,0.618,Non-Border State,Non-Border
01055,AL,"Etowah County, AL",2019,2.8000000000000003,19.6,55487,103241,17.476918836984982,40.6623420715332,0.168,0.224,17250,1.3,0.534,Non-Border State,Non-Border
01055,AL,"Etowah County, AL",2020,2.8000000000000003,19.6,55487,103241,17.476918836984982,40.6623420715332,0.163,0.219,16790,1.3,0.525,Non-Border State,Non-Border
01055,AL,"Etowah County, AL",2021,2.8000000000000003,19.6,55487,103241,17.476918836984982,40.6623420715332,0.15,0.174,15490,1.3,0.534,Non-Border State,Non-Border
01055,AL,"Etowah County, AL",2022,2.8000000000000003,19.6,55487,103241,17.476918836984982,40.6623420715332,0.175,0.226,18100,1.3,0.524,Non-Border State,Non-Border
01055,AL,"Etowah County, AL",2023,2.8000000000000003,19.6,55487,103241,17.476918836984982,40.6623420715332,0.181,0.221,18720,1.3,0.553,Non-Border State,Non-Border
01057,AL,"Fayette County, AL",2019,2.9000000000000004,16.2,49205,15967,15.597147950089127,0.946361243724823,0.188,0.236,3090,1.3,0.57,Non-Border State,Non-Border
01057,AL,"Fayette County, AL",2020,2.9000000000000004,16.2,49205,15967,15.597147950089127,0.946361243724823,0.178,0.215,2930,1.3,0.563,Non-Border State,Non-Border
01057,AL,"Fayette County, AL",2021,2.9000000000000004,16.2,49205,15967,15.597147950089127,0.946361243724823,0.173,0.202,2840,1.3,0.605,Non-Border State,Non-Border
01057,AL,"Fayette County, AL",2022,2.9000000000000004,16.2,49205,15967,15.597147950089127,0.946361243724823,0.205,0.267,3350,1.3,0.6,Non-Border State,Non-Border
01057,AL,"Fayette County, AL",2023,2.9000000000000004,16.2,49205,15967,15.597147950089127,0.946361243724823,0.193,0.216,3130,1.3,0.567,Non-Border State,Non-Border
01059,AL,"Franklin County, AL",2019,2.6,22.5,49611,31802,14.889393079977312,14.16959857940674,0.163,0.212,5130,1.3,0.532,Non-Border State,Non-Border
01059,AL,"Franklin County, AL",2020,2.6,22.5,49611,31802,14.889393079977312,14.16959857940674,0.149,0.186,4690,1.3,0.589,Non-Border State,Non-Border
01059,AL,"Franklin County, AL",2021,2.6,22.5,49611,31802,14.889393079977312,14.16959857940674,0.146,0.144,4660,1.3,0.615,Non-Border State,Non-Border
01059,AL,"Franklin County, AL",2022,2.6,22.5,49611,31802,14.889393079977312,14.16959857940674,0.183,0.196,5850,1.3,0.604,Non-Border State,Non-Border
01059,AL,"Franklin County, AL",2023,2.6,22.5,49611,31802,14.889393079977312,14.16959857940674,0.184,0.188,5900,1.3,0.649,Non-Border State,Non-Border
01061,AL,"Geneva County, AL",2019,2.4000000000000004,19.200000000000003,51585,26988,13.316463703938004,8.372852325439453,0.198,0.246,5230,1.3,0.591,Non-Border State,Non-Border
01061,AL,"Geneva County, AL",2020,2.4000000000000004,19.200000000000003,51585,26988,13.316463703938004,8.372852325439453,0.184,0.218,4850,1.3,0.579,Non-Border State,Non-Border
01061,AL,"Geneva County, AL",2021,2.4000000000000004,19.200000000000003,51585,26988,13.316463703938004,8.372852325439453,0.19,0.204,5050,1.3,0.636,Non-Border State,Non-Border
01061,AL,"Geneva County, AL",2022,2.4000000000000004,19.200000000000003,51585,26988,13.316463703938004,8.372852325439453,0.206,0.239,5480,1.3,0.611,Non-Border State,Non-Border
01061,AL,"Geneva County, AL",2023,2.4000000000000004,19.200000000000003,51585,26988,13.316463703938004,8.372852325439453,0.198,0.22,5290,1.3,0.598,Non-Border State,Non-Border
01063,AL,"Greene County, AL",2019,4.800000000000001,31,35449,7341,12.476298824421692,32.84753036499023,0.222,0.378,1850,1.3,0.904,Non-Border State,Non-Border
01063,AL,"Greene County, AL",2020,4.800000000000001,31,35449,7341,12.476298824421692,32.84753036499023,0.223,0.423,1840,1.3,0.889,Non-Border State,Non-Border
01063,AL,"Greene County, AL",2021,4.800000000000001,31,35449,7341,12.476298824421692,32.84753036499023,0.212,0.378,1670,1.3,0.829,Non-Border State,Non-Border
01063,AL,"Greene County, AL",2022,4.800000000000001,31,35449,7341,12.476298824421692,32.84753036499023,0.211,0.441,1630,1.3,0.726,Non-Border State,Non-Border
01063,AL,"Greene County, AL",2023,4.800000000000001,31,35449,7341,12.476298824421692,32.84753036499023,0.247,0.455,1870,1.3,0.681,Non-Border State,Non-Border
01065,AL,"Hale County, AL",2019,3.3000000000000003,23,44702,14888,16.773675762439808,15.16030979156494,0.169,0.285,2510,1.3,0.723,Non-Border State,Non-Border
01065,AL,"Hale County, AL",2020,3.3000000000000003,23,44702,14888,16.773675762439808,15.16030979156494,0.192,0.331,2840,1.3,0.689,Non-Border State,Non-Border
01065,AL,"Hale County, AL",2021,3.3000000000000003,23,44702,14888,16.773675762439808,15.16030979156494,0.164,0.291,2440,1.3,0.697,Non-Border State,Non-Border
01065,AL,"Hale County, AL",2022,3.3000000000000003,23,44702,14888,16.773675762439808,15.16030979156494,0.191,0.343,2820,1.3,0.615,Non-Border State,Non-Border
